	Kingdom	Phylum	Class	Order	Family	Genus
ASV 29988 _	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA
ASV 29989 _	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA
ASV 29990 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 29991 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 29992 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	NA
ASV 29993 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 29994 _	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	NA	NA
ASV 29995 _	Bacteria	Planctomycetes	NA	NA	NA	NA
ASV 29996 _	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA
ASV 29997 _	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10
ASV 29998 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Megaira
ASV 29999 _	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA
ASV 30000 _	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
ASV 30001 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30002 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudahrensia
ASV 30003 _	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
ASV 30004 _	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
ASV 30005 _	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV 30006 _	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	NA
ASV 30007 _	Bacteria	Proteobacteria	Gammaproteobacteria	EV818SWSAP88	NA	NA
ASV 30008 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 30009 _	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV 30010 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV 30011 _	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
ASV 30012 _	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV 30013 _	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	NA
ASV 30014 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 30015 _	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA
ASV 30016 _	Bacteria	Planctomycetes	Pla3_lineage	NA	NA	NA
ASV 30017 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 30018 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 30019 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30020 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30021 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30022 _	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquibacter
ASV 30023 _	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	NA
ASV 30024 _	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA
ASV 30025 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus
ASV 30026 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 30027 _	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gimesiaceae	NA
ASV 30028 _	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	S15-21	NA
ASV 30029 _	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	3PJM14
ASV 30030 _	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV 30031 _	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
ASV 30032 _	Bacteria	Nitrospinae	NA	NA	NA	NA
ASV 30033 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 30034 _	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV 30035 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 30036 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 30037 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30038 _	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA
ASV 30039 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 30040 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
ASV 30041 _	Bacteria	Planctomycetes	NA	NA	NA	NA
ASV 30042 _	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
ASV 30043 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30044 _	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA
ASV 30045 _	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV 30046 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV 30047 _	Bacteria	NA	NA	NA	NA	NA
ASV 30048 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	NA
ASV 30049 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 30050 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30051 _	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	NA	NA
ASV 30052 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30053 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 30054 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30055 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30056 _	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	NA	NA
ASV 30057 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 30058 _	Bacteria	Acidobacteria	AT-s3-28	NA	NA	NA
ASV 30059 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 30060 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	NA
ASV 30061 _	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV 30062 _	Bacteria	NA	NA	NA	NA	NA
ASV 30063 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 30064 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 30065 _	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA
ASV 30066 _	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV 30067 _	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
ASV 30068 _	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
ASV 30069 _	Bacteria	Acidobacteria	Subgroup_9	NA	NA	NA
ASV 30070 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 30071 _	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV 30072 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30073 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA
ASV 30074 _	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
ASV 30075 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 30076 _	Bacteria	Planctomycetes	Pla3_lineage	NA	NA	NA
ASV 30077 _	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
ASV 30078 _	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV 30079 _	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
ASV 30080 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 30081 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30082 _	Bacteria	NA	NA	NA	NA	NA
ASV 30083 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30084 _	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV 30085 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	NA
ASV 30086 _	Bacteria	Proteobacteria	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	NA
ASV 30087 _	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	NA	NA
ASV 30088 _	Bacteria	NA	NA	NA	NA	NA
ASV 30089 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30090 _	Bacteria	Planctomycetes	Pla4_lineage	NA	NA	NA
ASV 30091 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30092 _	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV 30093 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30094 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	NA	NA
ASV 30095 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 30096 _	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	NA	NA
ASV 30097 _	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Motiliproteus
ASV 30098 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 30099 _	Bacteria	NA	NA	NA	NA	NA
ASV 30100 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30101 _	NA	NA	NA	NA	NA	NA
ASV 30102 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30103 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30104 _	Archaea	Diapherotrites	Micrarchaeia	NA	NA	NA
ASV 30105 _	Bacteria	Chloroflexi	TK10	NA	NA	NA
ASV 30106 _	Bacteria	Chloroflexi	Ktedonobacteria	MVP-21	NA	NA
ASV 30107 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30108 _	Bacteria	Patescibacteria	Parcubacteria	GWA2-38-13b	NA	NA
ASV 30109 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30110 _	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	NA	NA
ASV 30111 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30112 _	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halanaerobium
ASV 30113 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30114 _	Bacteria	NA	NA	NA	NA	NA
ASV 30115 _	Bacteria	Planctomycetes	vadinHA49	NA	NA	NA
ASV 30116 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30117 _	Bacteria	Patescibacteria	ABY1	Candidatus_Uhrbacteria	NA	NA
ASV 30118 _	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	NA	NA
ASV 30119 _	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA
ASV 30120 _	Bacteria	Planctomycetes	NA	NA	NA	NA
ASV 30121 _	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA
ASV 30122 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30123 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SM23-30	NA
ASV 30124 _	Bacteria	Patescibacteria	NA	NA	NA	NA
ASV 30125 _	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
ASV 30126 _	Bacteria	BRC1	NA	NA	NA	NA
ASV 30127 _	Archaea	Euryarchaeota	Thermoplasmata	SG8-5	NA	NA
ASV 30128 _	Bacteria	Patescibacteria	ABY1	Candidatus_Jacksonbacteria	NA	NA
ASV 30129 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30130 _	Bacteria	Planctomycetes	NA	NA	NA	NA
ASV 30131 _	Bacteria	NA	NA	NA	NA	NA
ASV 30132 _	Eukaryota	NA	NA	NA	NA	NA
ASV 30133 _	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV 30134 _	NA	NA	NA	NA	NA	NA
ASV 30135 _	Archaea	Nanoarchaeaeota	NA	NA	NA	NA
ASV 30136 _	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium
ASV 30137 _	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus
ASV 30138 _	Bacteria	WS1	NA	NA	NA	NA
ASV 30139 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30140 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 30141 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30142 _	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	NA	NA
ASV 30143 _	Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Hydrogenispora
ASV 30144 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
ASV 30145 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30146 _	Bacteria	WS1	NA	NA	NA	NA
ASV 30147 _	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA
ASV 30148 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30149 _	Bacteria	NA	NA	NA	NA	NA
ASV 30150 _	Bacteria	Planctomycetes	NA	NA	NA	NA
ASV 30151 _	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV 30152 _	Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41	NA	NA
ASV 30153 _	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV 30154 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30155 _	Bacteria	Planctomycetes	NA	NA	NA	NA
ASV 30156 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30157 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30158 _	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	NA	NA
ASV 30159 _	Bacteria	NA	NA	NA	NA	NA
ASV 30160 _	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	NA	NA
ASV 30161 _	Bacteria	Omnitrophicaeota	NA	NA	NA	NA
ASV 30162 _	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Cryptanaerobacter
ASV 30163 _	Bacteria	NA	NA	NA	NA	NA
ASV 30164 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30165 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	NA
ASV 30166 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 30167 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30168 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30169 _	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	NA	NA
ASV 30170 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30171 _	Bacteria	NA	NA	NA	NA	NA
ASV 30172 _	Bacteria	NA	NA	NA	NA	NA
ASV 30173 _	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV 30174 _	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA
ASV 30175 _	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV 30176 _	Bacteria	NA	NA	NA	NA	NA
ASV 30177 _	Bacteria	Proteobacteria	Gammaproteobacteria	F9P41300-M23	NA	NA
ASV 30178 _	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	NA
ASV 30179 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30180 _	Bacteria	Planctomycetes	Pla4_lineage	NA	NA	NA
ASV 30181 _	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA
ASV 30182 _	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV 30183 _	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV 30184 _	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV 30185 _	Bacteria	Planctomycetes	Phycisphaerae	C86	NA	NA
ASV 30186 _	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV 30187 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30188 _	Bacteria	Planctomycetes	Brocadiae	SM23-32	NA	NA
ASV 30189 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30190 _	Bacteria	Omnitrophicaeota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
ASV 30191 _	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
ASV 30192 _	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Criblamydiaceae	NA
ASV 30193 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group
ASV 30194 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 30195 _	Bacteria	Planctomycetes	Pla3_lineage	NA	NA	NA
ASV 30196 _	Bacteria	Acidobacteria	Aminicenantia	Aminicenantales	NA	NA
ASV 30197 _	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	NA	NA
ASV 30198 _	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV 30199 _	Bacteria	Proteobacteria	Gammaproteobacteria	D90	NA	NA
ASV 30200 _	Bacteria	Omnitrophicaeota	NA	NA	NA	NA
ASV 30201 _	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
ASV 30202 _	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA
ASV 30203 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30204 _	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	NA
ASV 30205 _	Bacteria	PAUC34f	NA	NA	NA	NA
ASV 30206 _	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA
ASV 30207 _	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV 30208 _	Bacteria	Latescibacteria	NA	NA	NA	NA
ASV 30209 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Nordella
ASV 30210 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV 30211 _	Bacteria	PAUC34f	NA	NA	NA	NA
ASV 30212 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30213 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30214 _	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV 30215 _	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	NA	NA
ASV 30216 _	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Kangiellaceae	Aliikangiella
ASV 30217 _	Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41	NA	NA
ASV 30218 _	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
ASV 30219 _	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV 30220 _	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	NA	NA
ASV 30221 _	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
ASV 30222 _	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
ASV 30223 _	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
ASV 30224 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30225 _	Bacteria	Proteobacteria	Deltaproteobacteria	Sva0485	NA	NA
ASV 30226 _	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV 30227 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
ASV 30228 _	Bacteria	NA	NA	NA	NA	NA
ASV 30229 _	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Nealsonbacteria	NA	NA
ASV 30230 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus
ASV 30231 _	Bacteria	Acidobacteria	NA	NA	NA	NA
ASV 30232 _	Bacteria	Patescibacteria	ABY1	NA	NA	NA
ASV 30233 _	Bacteria	WS1	NA	NA	NA	NA
ASV 30234 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30235 _	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV 30236 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	NA
ASV 30237 _	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_Incertae_Sedis	Unknown_Family	Deferrisoma
ASV 30238 _	Bacteria	Latescibacteria	NA	NA	NA	NA
ASV 30239 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30240 _	Bacteria	WS1	NA	NA	NA	NA
ASV 30241 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	NA
ASV 30242 _	Bacteria	Acidobacteria	Aminicenantia	Aminicenantales	NA	NA
ASV 30243 _	NA	NA	NA	NA	NA	NA
ASV 30244 _	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA
ASV 30245 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30246 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	NA
ASV 30247 _	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV 30248 _	Bacteria	Proteobacteria	Gammaproteobacteria	MBMPE27	NA	NA
ASV 30249 _	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA
ASV 30250 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	NA
ASV 30251 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	NA	NA
ASV 30252 _	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	NA	NA
ASV 30253 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30254 _	Bacteria	Patescibacteria	ABY1	Candidatus_Falkowbacteria	NA	NA
ASV 30255 _	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA
ASV 30256 _	Bacteria	Planctomycetes	vadinHA49	NA	NA	NA
ASV 30257 _	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Psychrilyobacter
ASV 30258 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
ASV 30259 _	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV 30260 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	NA
ASV 30261 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	NA
ASV 30262 _	Bacteria	Chlamydiae	LD1-PA32	NA	NA	NA
ASV 30263 _	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus
ASV 30264 _	Bacteria	Planctomycetes	NA	NA	NA	NA
ASV 30265 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30266 _	Bacteria	NA	NA	NA	NA	NA
ASV 30267 _	Bacteria	Planctomycetes	NA	NA	NA	NA
ASV 30268 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 30269 _	Bacteria	Nitrospirae	Thermodesulfovibrionia	NA	NA	NA
ASV 30270 _	Bacteria	NA	NA	NA	NA	NA
ASV 30271 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 30272 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
ASV 30273 _	Bacteria	Planctomycetes	Phycisphaerae	Pla1_lineage	NA	NA
ASV 30274 _	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	PRD18C08	NA
ASV 30275 _	Bacteria	Actinobacteria	MB-A2-108	NA	NA	NA
ASV 30276 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	MidBa8	NA
ASV 30277 _	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA
ASV 30278 _	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	NA	NA
ASV 30279 _	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Chlamydiaceae	NA
ASV 30280 _	Bacteria	Spirochaetes	Leptospirae	Leptospirales	Leptospiraceae	RBG-16-49-21
ASV 30281 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	NA
ASV 30282 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 30283 _	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	NA
ASV 30284 _	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	NA
ASV 30285 _	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA
ASV 30286 _	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA
ASV 30287 _	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	NA	NA
ASV 30288 _	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV 30289 _	Bacteria	Planctomycetes	NA	NA	NA	NA
ASV 30290 _	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV 30291 _	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV 30292 _	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
